Trigger_date,Effective_date,Variable,Threshold,Direction,Previous_deviation,Deviation
2021-01-01,2021-01-04,a500_vs_ma20,0.05,outward,0.04110343397976113,0.05557294174691618
2021-01-01,2021-01-04,gold_vs_ma20,0.03,outward,0.0149282479951129,0.0395601468640238
2021-01-06,2021-01-07,gold_vs_ma20,0.03,inward,0.039258930767515,0.0129346095157691
2021-01-06,2021-01-07,us10y_vs_ma20,0.1,outward,0.027837259100642386,0.10815130527437411
2021-01-07,2021-01-08,copper_vs_ma20,0.03,outward,0.0241411718497945,0.0351129004025905
2021-01-08,2021-01-11,copper_vs_ma20,0.03,inward,0.0351129004025905,0.0266908887646732
2021-01-14,2021-01-15,a500_vs_ma20,0.05,inward,0.0651278744923307,0.040986772303065244
2021-01-15,2021-01-17,us10y_vs_ma20,0.1,inward,0.14827758362456334,0.09955423476968828
2021-02-09,2021-02-10,copper_vs_ma20,0.03,outward,0.0170201434618351,0.0308035361633542
2021-02-11,2021-02-12,gold_vs_ma20,0.03,outward,0.000214630759753,-0.0345691041270525
2021-02-14,2021-02-15,us10y_vs_ma20,0.1,outward,0.06619280319857834,0.14487010127697064
2021-02-15,2021-02-16,gold_vs_ma20,0.03,inward,-0.0310825004666281,-0.0286279190404704
2021-02-18,2021-02-19,us10y_vs_ma20,0.1,inward,0.10824742268041221,0.09693877551020424
2021-02-19,2021-02-20,copper_vs_ma20,0.08,outward,0.0596497321704772,0.099498254475729
2021-02-19,2021-02-20,us10y_vs_ma20,0.1,outward,0.09693877551020424,0.1255774884502312
2021-02-25,2021-02-26,us10y_vs_ma20,0.2,outward,0.10444177671068422,0.21212121212121215
2021-02-26,2021-03-01,a500_vs_ma20,0.05,outward,-0.03102098228982153,-0.05289452950012641
2021-02-26,2021-03-01,copper_vs_ma20,0.08,inward,0.1011304439904645,0.0498219727674771
2021-02-26,2021-03-01,gold_vs_ma20,0.03,outward,-0.0128484300880649,-0.0358145381260135
2021-02-26,2021-03-01,us10y_vs_ma20,0.2,inward,0.21212121212121215,0.12062256809338501
2021-03-01,2021-03-02,a500_vs_ma20,0.05,inward,-0.05289452950012641,-0.03455899056255407
2021-03-02,2021-03-03,gold_vs_ma20,0.03,inward,-0.0371554653956301,-0.0291191627716843
2021-03-02,2021-03-03,us10y_vs_ma20,0.1,inward,0.11538461538461542,0.08272969881814696
2021-03-03,2021-03-04,gold_vs_ma20,0.03,outward,-0.0291191627716843,-0.035942089610881
2021-03-03,2021-03-04,us10y_vs_ma20,0.1,outward,0.08272969881814696,0.10901546586193867
2021-03-04,2021-03-05,a500_vs_ma20,0.05,outward,-0.027870433515182702,-0.055997869721609805
2021-03-04,2021-03-05,copper_vs_ma20,0.03,inward,0.0407806608781304,-0.0042061870120052
2021-03-08,2021-03-09,a500_vs_ma20,0.08,outward,-0.056872709739436145,-0.0839524051647682
2021-03-09,2021-03-10,gold_vs_ma20,0.03,inward,-0.0454896174100266,-0.0217772396533548
2021-03-10,2021-03-11,us10y_vs_ma20,0.1,inward,0.10438190238688994,0.07746478873239426
2021-03-11,2021-03-12,a500_vs_ma20,0.08,inward,-0.08585211292390771,-0.05706081456818857
2021-03-12,2021-03-15,a500_vs_ma20,0.05,inward,-0.05706081456818857,-0.04874373943335275
2021-03-12,2021-03-15,us10y_vs_ma20,0.1,outward,0.07541899441340782,0.1318150448585229
2021-03-15,2021-03-16,a500_vs_ma20,0.05,outward,-0.04874373943335275,-0.06268895128855867
2021-03-16,2021-03-17,a500_vs_ma20,0.05,inward,-0.06268895128855867,-0.049000103985595844
2021-03-16,2021-03-17,us10y_vs_ma20,0.1,inward,0.10580204778156999,0.09348633142085738
2021-03-18,2021-03-19,us10y_vs_ma20,0.1,outward,0.08775442108775433,0.12722478576137108
2021-03-22,2021-03-23,us10y_vs_ma20,0.1,inward,0.13318137414522946,0.08926844988720606
2021-04-15,2021-04-16,copper_vs_ma20,0.03,outward,0.0157469667727938,0.0367769812432485
2021-04-16,2021-04-19,copper_vs_ma20,0.03,inward,0.0367769812432485,0.023514836303865
2021-04-19,2021-04-20,copper_vs_ma20,0.03,outward,0.023514836303865,0.0396133608570747
2021-05-07,2021-05-08,copper_vs_ma20,0.08,outward,0.0586300487625357,0.083167955473437
2021-05-08,2021-05-10,copper_vs_ma20,0.08,inward,0.083167955473437,0.0674815380697733
2021-05-14,2021-05-17,copper_vs_ma20,0.03,inward,0.036660496726248,0.0237770543726902
2021-05-17,2021-05-18,copper_vs_ma20,0.03,outward,0.0237770543726902,0.031470636527831
2021-05-17,2021-05-18,gold_vs_ma20,0.03,outward,0.0186843005141343,0.0329378612818673
2021-05-18,2021-05-19,copper_vs_ma20,0.03,inward,0.031470636527831,0.0294926608752486
2021-05-21,2021-05-24,gold_vs_ma20,0.03,inward,0.0324669323236797,0.0269219944755352
2021-05-25,2021-05-26,gold_vs_ma20,0.03,outward,0.0282459205519365,0.0320949223313511
2021-05-27,2021-05-28,gold_vs_ma20,0.03,inward,0.0301045593048352,0.0235104222779765
2021-06-03,2021-06-04,copper_vs_ma20,0.03,outward,-0.010468148703272,-0.0355496006918389
2021-06-04,2021-06-07,copper_vs_ma20,0.03,inward,-0.0355496006918389,-0.0195611770891255
2021-06-15,2021-06-16,copper_vs_ma20,0.03,outward,-0.0079119623133541,-0.0477883993734611
2021-06-17,2021-06-18,gold_vs_ma20,0.03,outward,-0.0150536014188584,-0.0578799650366479
2021-06-28,2021-06-29,copper_vs_ma20,0.03,inward,-0.0305926478230418,-0.0285642951984292
2021-07-01,2021-07-02,gold_vs_ma20,0.03,inward,-0.0305166924655545,-0.0251814782207338
2021-07-08,2021-07-09,us10y_vs_ma20,0.1,outward,-0.0955457327439645,-0.11141490088858508
2021-07-09,2021-07-12,us10y_vs_ma20,0.1,inward,-0.11141490088858508,-0.060356652949245415
2021-07-19,2021-07-20,us10y_vs_ma20,0.1,outward,-0.07713983797111656,-0.1524216524216525
2021-07-21,2021-07-22,us10y_vs_ma20,0.1,inward,-0.11606180380883946,-0.05899384726746282
2021-07-26,2021-07-27,copper_vs_ma20,0.03,outward,0.0246438489348943,0.0639470462996802
2021-07-27,2021-07-28,a500_vs_ma20,0.05,outward,-0.02716052279412884,-0.05818142692469086
2021-07-29,2021-07-30,a500_vs_ma20,0.05,inward,-0.0531166234839755,-0.027145256926053518
2021-07-30,2021-08-02,copper_vs_ma20,0.03,inward,0.0370055099904524,0.0251083244856378
2021-08-09,2021-08-10,gold_vs_ma20,0.03,outward,-0.0264490539323714,-0.044524881080237
2021-08-11,2021-08-12,gold_vs_ma20,0.03,inward,-0.0393847517332239,-0.0253816001840203
2021-08-17,2021-08-18,copper_vs_ma20,0.03,outward,-0.0146603486323281,-0.0410161599561762
2021-08-23,2021-08-24,copper_vs_ma20,0.03,inward,-0.0504905204407492,-0.0244240669798401
2021-09-10,2021-09-13,copper_vs_ma20,0.03,outward,0.0051972734845193,0.0425574285145313
2021-09-13,2021-09-14,copper_vs_ma20,0.03,inward,0.0425574285145313,0.0206885263151741
2021-09-18,2021-09-20,copper_vs_ma20,0.03,outward,-0.0160419129749401,-0.0447882499782301
2021-09-22,2021-09-23,copper_vs_ma20,0.03,inward,-0.0387325994525015,-0.0085515922750033
2021-09-28,2021-09-29,us10y_vs_ma20,0.1,outward,0.08783535464902603,0.12326768781911013
2021-09-30,2021-10-01,copper_vs_ma20,0.03,outward,-0.0159420204943724,-0.038984694027439
2021-09-30,2021-10-01,us10y_vs_ma20,0.1,inward,0.12359550561797761,0.09628561125135238
2021-10-01,2021-10-04,copper_vs_ma20,0.03,inward,-0.038984694027439,-0.0145459464864451
2021-10-07,2021-10-08,us10y_vs_ma20,0.1,outward,0.07784431137724557,0.1033519553072626
2021-10-09,2021-10-11,copper_vs_ma20,0.03,outward,0.0125098426945005,0.0345195223654284
2021-10-09,2021-10-11,us10y_vs_ma20,0.1,inward,0.11149464963755618,0.08717948717948731
2021-10-12,2021-10-13,copper_vs_ma20,0.03,inward,0.0334605485044821,0.0227763098003748
2021-10-13,2021-10-14,copper_vs_ma20,0.03,outward,0.0227763098003748,0.0627632786576612
2021-10-14,2021-10-15,copper_vs_ma20,0.08,outward,0.0627632786576612,0.083341130239521
2021-10-21,2021-10-22,copper_vs_ma20,0.08,inward,0.0821343268230803,0.0387316923111982
2021-10-22,2021-10-25,copper_vs_ma20,0.03,inward,0.0387316923111982,0.022534170668637
2021-11-03,2021-11-04,copper_vs_ma20,0.03,outward,-0.0286234088029958,-0.0388132946687485
2021-11-08,2021-11-09,copper_vs_ma20,0.03,inward,-0.0329290394535063,-0.0200745898395036
2021-11-10,2021-11-11,copper_vs_ma20,0.03,outward,-0.0254910154617634,-0.0344465600902342
2021-11-11,2021-11-12,copper_vs_ma20,0.03,inward,-0.0344465600902342,-0.0151269160573727
2021-11-11,2021-11-12,gold_vs_ma20,0.03,outward,0.0292348105839161,0.0360060879688048
2021-11-16,2021-11-17,gold_vs_ma20,0.03,inward,0.031823921008129,0.0225404590910862
2021-12-02,2021-12-03,gold_vs_ma20,0.03,outward,-0.0218781841083095,-0.0324947264784268
2021-12-03,2021-12-06,gold_vs_ma20,0.03,inward,-0.0324947264784268,-0.0198639747366691
2021-12-03,2021-12-06,us10y_vs_ma20,0.1,outward,-0.06645056726094001,-0.12195121951219512
2021-12-06,2021-12-07,us10y_vs_ma20,0.1,inward,-0.12195121951219512,-0.06749266384088692
2021-12-15,2021-12-16,copper_vs_ma20,0.03,outward,-0.0178087093013862,-0.0340301887228424
2021-12-16,2021-12-17,copper_vs_ma20,0.03,inward,-0.0340301887228424,-0.0058114681178006
2021-12-27,2021-12-28,copper_vs_ma20,0.03,outward,0.0214670400064929,0.0348879614246933
2021-12-28,2021-12-29,copper_vs_ma20,0.03,inward,0.0348879614246933,0.0238600181449397
