Trigger_date,Effective_date,Variable,Threshold,Direction,Previous_deviation,Deviation
2017-01-10,2017-01-11,copper_vs_ma20,0.03,outward,0.007671162186033,0.0368194941908341
2017-01-11,2017-01-12,gold_vs_ma20,0.03,outward,0.0292199878171586,0.0360754280213451
2017-01-18,2017-01-19,copper_vs_ma20,0.03,inward,0.0300479708054974,0.0243109927967428
2017-01-19,2017-01-20,gold_vs_ma20,0.03,inward,0.0334574987548195,0.0215774164125328
2017-01-24,2017-01-25,copper_vs_ma20,0.03,outward,0.0257552716459545,0.0449258309060396
2017-01-26,2017-01-27,copper_vs_ma20,0.03,inward,0.0413964703960956,0.0235594826678411
2017-01-31,2017-02-01,copper_vs_ma20,0.03,outward,0.0117486027147255,0.0358286439682449
2017-02-01,2017-02-02,copper_vs_ma20,0.03,inward,0.0358286439682449,0.0262656016918747
2017-02-10,2017-02-13,copper_vs_ma20,0.03,outward,-0.0011169618637305,0.038946452138264
2017-02-14,2017-02-15,copper_vs_ma20,0.03,inward,0.0411807512175097,0.0221763123854192
2017-03-07,2017-03-08,copper_vs_ma20,0.03,outward,-0.022277113652912,-0.034253837997326
2017-03-13,2017-03-14,copper_vs_ma20,0.03,inward,-0.0369985527145878,-0.0226970286341767
2017-04-12,2017-04-13,copper_vs_ma20,0.03,outward,-0.0123666572264703,-0.0335156412634127
2017-04-13,2017-04-14,copper_vs_ma20,0.03,inward,-0.0335156412634127,-0.0219617660446063
2017-04-18,2017-04-19,copper_vs_ma20,0.03,outward,-0.0108356046001463,-0.035477456735389
2017-04-20,2017-04-21,copper_vs_ma20,0.03,inward,-0.0305514513130928,-0.0260062628885663
2017-05-04,2017-05-05,gold_vs_ma20,0.03,outward,-0.0185517490158023,-0.0333157319136128
2017-05-11,2017-05-12,gold_vs_ma20,0.03,inward,-0.0340881727616584,-0.02736461281093
2017-06-29,2017-06-30,copper_vs_ma20,0.03,outward,0.0245335176226675,0.0329861942765168
2017-07-03,2017-07-04,copper_vs_ma20,0.03,inward,0.0364536539674649,0.0271569150964987
2017-07-03,2017-07-04,gold_vs_ma20,0.03,outward,-0.0144375325811736,-0.030183805926939
2017-07-04,2017-07-05,gold_vs_ma20,0.03,inward,-0.030183805926939,-0.0253213383830782
2017-07-25,2017-07-26,copper_vs_ma20,0.03,outward,0.0182893928963476,0.0554515285785792
2017-08-10,2017-08-11,copper_vs_ma20,0.03,inward,0.0400772659205896,0.0272063234411941
2017-08-11,2017-08-14,copper_vs_ma20,0.03,outward,0.0272063234411941,0.0305692199578355
2017-08-14,2017-08-15,copper_vs_ma20,0.03,inward,0.0305692199578355,0.0248061201267439
2017-08-16,2017-08-17,copper_vs_ma20,0.03,outward,0.0143371990540763,0.0339795705649363
2017-08-17,2017-08-18,copper_vs_ma20,0.03,inward,0.0339795705649363,0.02440796415783
2017-08-24,2017-08-25,copper_vs_ma20,0.03,outward,0.0248272331712311,0.039908818726184
2017-09-04,2017-09-05,gold_vs_ma20,0.03,outward,0.0274889290341187,0.0356387232431543
2017-09-06,2017-09-07,gold_vs_ma20,0.03,inward,0.032333636281719,0.0258402239465953
2017-09-07,2017-09-08,gold_vs_ma20,0.03,outward,0.0258402239465953,0.0320169968795867
2017-09-08,2017-09-11,copper_vs_ma20,0.03,inward,0.0349358605850564,-0.0004672246038835
2017-09-11,2017-09-12,gold_vs_ma20,0.03,inward,0.0304030246797553,0.0170981086374999
2017-09-14,2017-09-15,copper_vs_ma20,0.03,outward,-0.0250189661220193,-0.0327422222947288
2017-09-18,2017-09-19,copper_vs_ma20,0.03,inward,-0.0354290562312882,-0.0284986778963862
2017-09-21,2017-09-22,copper_vs_ma20,0.03,outward,-0.0275701507168237,-0.0370340058108605
2017-09-27,2017-09-28,copper_vs_ma20,0.03,inward,-0.0353978654139365,-0.029408605260331
2017-10-11,2017-10-12,copper_vs_ma20,0.03,outward,0.0287567858283332,0.038235787355358
2017-10-25,2017-10-26,copper_vs_ma20,0.03,inward,0.0377894241534293,0.0297804881994208
2017-12-05,2017-12-06,copper_vs_ma20,0.03,outward,-0.0062572571281125,-0.0500982238857854
2017-12-11,2017-12-12,copper_vs_ma20,0.03,inward,-0.033119049556514,-0.0204567505646194
2017-12-20,2017-12-21,copper_vs_ma20,0.03,outward,0.0246128769356153,0.0382291140683792
2017-12-29,2017-12-30,gold_vs_ma20,0.03,outward,0.0234408141325035,0.0319670771063753
