Trigger_date,Effective_date,Variable,Threshold,Direction,Previous_deviation,Deviation
2023-01-09,2023-01-10,copper_vs_ma20,0.03,outward,0.0251221772116729,0.0528572792013295
2023-01-11,2023-01-12,copper_vs_ma20,0.08,outward,0.0634260967763389,0.0808482816951106
2023-01-12,2023-01-13,gold_vs_ma20,0.03,outward,0.0255231861972733,0.0339730119945758
2023-01-15,2023-01-16,copper_vs_ma20,0.08,inward,0.0816829714467508,0.0735192211242854
2023-01-17,2023-01-18,gold_vs_ma20,0.03,inward,0.0315406096032522,0.0281983413982995
2023-01-19,2023-01-20,gold_vs_ma20,0.03,outward,0.0236948673672863,0.0302382184973977
2023-01-20,2023-01-23,gold_vs_ma20,0.03,inward,0.0302382184973977,0.0294640474495984
2023-01-27,2023-01-28,copper_vs_ma20,0.03,inward,0.0399836234564741,0.024247187413585
2023-02-03,2023-02-06,copper_vs_ma20,0.03,outward,-0.0262772092315953,-0.0332975295381308
2023-02-07,2023-02-08,copper_vs_ma20,0.03,inward,-0.0364150732043311,-0.0242016140774672
2023-02-08,2023-02-09,copper_vs_ma20,0.03,outward,-0.0242016140774672,-0.0330619624800297
2023-02-09,2023-02-10,copper_vs_ma20,0.03,inward,-0.0330619624800297,-0.0182390275709013
2023-02-10,2023-02-13,copper_vs_ma20,0.03,outward,-0.0182390275709013,-0.0347300506080157
2023-02-13,2023-02-14,copper_vs_ma20,0.03,inward,-0.0347300506080157,-0.0229159907230492
2023-02-15,2023-02-16,copper_vs_ma20,0.03,outward,-0.016841420987372,-0.0302291329647247
2023-02-15,2023-02-16,gold_vs_ma20,0.03,outward,-0.0241155135079905,-0.0321891613101551
2023-02-16,2023-02-17,copper_vs_ma20,0.03,inward,-0.0302291329647247,-0.0024485354130771
2023-02-16,2023-02-17,gold_vs_ma20,0.03,inward,-0.0321891613101551,-0.0259946326655444
2023-02-24,2023-02-27,copper_vs_ma20,0.03,outward,-0.0129084941469402,-0.0345305772674615
2023-02-27,2023-02-28,copper_vs_ma20,0.03,inward,-0.0345305772674615,-0.0181174587087913
2023-03-13,2023-03-14,gold_vs_ma20,0.03,outward,0.0158487683788428,0.0413244946926989
2023-03-15,2023-03-16,copper_vs_ma20,0.03,outward,-0.0184358973415869,-0.0543996988251969
2023-03-17,2023-03-20,us10y_vs_ma20,0.1,outward,-0.07927065821802659,-0.11684251660805012
2023-03-20,2023-03-21,copper_vs_ma20,0.03,inward,-0.0366672771279938,-0.0192842251563585
2023-03-20,2023-03-21,us10y_vs_ma20,0.1,inward,-0.11684251660805012,-0.09031327828024638
2023-03-27,2023-03-28,gold_vs_ma20,0.03,inward,0.0486247305435516,0.0292257226967465
2023-03-28,2023-03-29,gold_vs_ma20,0.03,outward,0.0292257226967465,0.0358509385852343
2023-03-29,2023-03-30,gold_vs_ma20,0.03,inward,0.0358509385852343,0.0290726918838397
2023-03-30,2023-03-31,gold_vs_ma20,0.03,outward,0.0290726918838397,0.0325383024449734
