Trigger_date,Effective_date,Variable,Threshold,Direction,Previous_deviation,Deviation
2022-01-03,2022-01-04,us10y_vs_ma20,0.05,outward,0.0308579179382841,0.0980127989221959
2022-01-04,2022-01-05,brent_vs_ma20,0.04,outward,0.03717252851396058,0.04960469605224871
2022-01-04,2022-01-05,us10y_vs_ma20,0.1,outward,0.0980127989221959,0.1114830934047539
2022-01-12,2022-01-13,copper_vs_ma20,0.03,outward,0.0110487147879287,0.0400190891737115
2022-01-12,2022-01-13,dollar_vs_ma20,0.01,outward,-0.005269065379938764,-0.010942098017659996
2022-01-13,2022-01-14,us10y_vs_ma20,0.1,inward,0.1040609137055836,0.0698552548772812
2022-01-14,2022-01-16,copper_vs_ma20,0.03,inward,0.0302374463890133,0.0003451026538958
2022-01-14,2022-01-16,dollar_vs_ma20,0.01,inward,-0.01248585551409731,-0.007803512464501616
2022-01-14,2022-01-16,us10y_vs_ma20,0.1,outward,0.0698552548772812,0.1073094867807153
2022-01-19,2022-01-20,us10y_vs_ma20,0.1,inward,0.1200958370769691,0.0854092526690393
2022-01-20,2022-01-21,copper_vs_ma20,0.03,outward,0.0079144963809778,0.0312178271852194
2022-01-21,2022-01-24,copper_vs_ma20,0.03,inward,0.0312178271852194,0.0174294388845157
2022-01-21,2022-01-24,us10y_vs_ma20,0.05,inward,0.0742588787789844,0.019219569015725
2022-01-24,2022-01-25,cn10y_vs_ma20,0.03,outward,-0.025162323063364633,-0.035542969010540104
2022-01-25,2022-01-26,cn10y_vs_ma20,0.03,inward,-0.035542969010540104,-0.025786206672420153
2022-01-26,2022-01-27,us10y_vs_ma20,0.05,outward,0.022107378696526,0.0523321956769058
2022-01-27,2022-01-28,dollar_vs_ma20,0.01,outward,0.007523250038025564,0.014721092196192886
2022-01-27,2022-01-28,us10y_vs_ma20,0.05,inward,0.0523321956769058,0.0211565585331452
2022-01-28,2022-01-29,a500_vs_ma20,0.05,outward,-0.0449863771351567,-0.051783529408809
2022-01-28,2022-01-29,copper_vs_ma20,0.03,outward,-0.0063513991610087,-0.0300978898303655
2022-01-29,2022-01-30,a500_vs_ma20,0.05,inward,-0.051783529408809,-0.0329877323110791
2022-01-29,2022-01-30,copper_vs_ma20,0.03,inward,-0.0300978898303655,-0.0253215886818806
2022-01-29,2022-01-30,dollar_vs_ma20,0.01,inward,0.01428038993258185,0.006537182738706626
2022-02-01,2022-02-02,brent_vs_ma20,0.04,inward,0.04415173271524675,0.01572436770482777
2022-02-04,2022-02-07,brent_vs_ma20,0.04,outward,0.03625037609904491,0.07278335557684557
2022-02-04,2022-02-07,us10y_vs_ma20,0.05,outward,0.0113920533481524,0.0668877833056935
2022-02-09,2022-02-10,brent_vs_ma20,0.04,inward,0.05215891356131741,0.03584831558736257
2022-02-09,2022-02-10,copper_vs_ma20,0.03,outward,0.00610717988011,0.0352448921057517
2022-02-10,2022-02-11,brent_vs_ma20,0.04,outward,0.03584831558736257,0.046459228050363066
2022-02-10,2022-02-11,us10y_vs_ma20,0.1,outward,0.0586630286493861,0.1029611518609074
2022-02-11,2022-02-14,copper_vs_ma20,0.03,inward,0.0452031279801641,0.0102288896108988
2022-02-11,2022-02-14,us10y_vs_ma20,0.05,inward,0.1029611518609074,0.0417797069994574
2022-02-11,2022-02-14,us10y_vs_ma20,0.1,inward,0.1029611518609074,0.0417797069994574
2022-02-14,2022-02-15,us10y_vs_ma20,0.05,outward,0.0417797069994574,0.0699810861929208
2022-02-15,2022-02-16,us10y_vs_ma20,0.1,outward,0.0699810861929208,0.10126242277733
2022-02-16,2022-02-17,brent_vs_ma20,0.04,inward,0.05205215904232596,0.037208138847936834
2022-02-16,2022-02-17,us10y_vs_ma20,0.1,inward,0.10126242277733,0.0823780325246599
2022-02-17,2022-02-18,gold_vs_ma20,0.03,outward,0.0219923248904572,0.0369877135455851
2022-02-17,2022-02-18,us10y_vs_ma20,0.05,inward,0.0823780325246599,0.0442618605883911
2022-02-20,2022-02-21,brent_vs_ma20,0.04,outward,0.01610040567951332,0.041113186206171104
2022-02-21,2022-02-22,brent_vs_ma20,0.04,inward,0.041113186206171104,0.03661411136137427
2022-02-22,2022-02-23,gold_vs_ma20,0.03,inward,0.0333125495386414,0.0299290526116879
2022-02-24,2022-02-25,brent_vs_ma20,0.04,outward,0.03249623043726935,0.048420486067983326
2022-02-24,2022-02-25,dollar_vs_ma20,0.01,outward,0.002705104511125045,0.012291505878240683
2022-02-24,2022-02-25,gold_vs_ma20,0.03,outward,0.0291406437168237,0.0347969341087233
2022-02-25,2022-02-28,brent_vs_ma20,0.04,inward,0.048420486067983326,0.01689494183497131
2022-02-25,2022-02-28,dollar_vs_ma20,0.01,inward,0.012291505878240683,0.00683067505606294
2022-02-25,2022-02-28,gold_vs_ma20,0.03,inward,0.0347969341087233,0.0122554655925855
2022-02-28,2022-03-01,brent_vs_ma20,0.04,outward,0.01689494183497131,0.05653183278754037
