Trigger_date,Effective_date,Variable,Threshold,Direction,Previous_deviation,Deviation
2025-01-08,2025-01-09,copper_vs_ma20,0.03,outward,0.0197670249807069,0.0349101425325346
2025-01-16,2025-01-17,gold_vs_ma20,0.03,outward,0.0243289984248997,0.0341198242673972
2025-01-21,2025-01-22,copper_vs_ma20,0.03,inward,0.032502051446716,0.0294169956959415
2025-01-21,2025-01-22,gold_vs_ma20,0.03,inward,0.0323378471172406,0.0297333205890548
2025-01-22,2025-01-23,gold_vs_ma20,0.03,outward,0.0297333205890548,0.0319588453418941
2025-01-23,2025-01-24,gold_vs_ma20,0.03,inward,0.0319588453418941,0.0278988749266884
2025-01-24,2025-01-26,gold_vs_ma20,0.03,outward,0.0278988749266884,0.0301137755295781
2025-01-26,2025-01-27,gold_vs_ma20,0.03,inward,0.0301137755295781,0.0128835109663667
2025-01-28,2025-01-29,gold_vs_ma20,0.03,outward,0.0108581881122453,0.0562284936344854
2025-02-06,2025-02-07,copper_vs_ma20,0.03,outward,0.029347045607208,0.031409315283863
2025-02-06,2025-02-07,gold_vs_ma20,0.03,inward,0.0318936384560983,0.0235751858343313
2025-02-08,2025-02-10,copper_vs_ma20,0.08,outward,0.0577815170601558,0.0804420929405147
2025-02-08,2025-02-10,gold_vs_ma20,0.03,outward,0.0240686312506264,0.0364719474416799
2025-02-10,2025-02-11,copper_vs_ma20,0.08,inward,0.0804420929405147,0.0765131676748733
2025-02-11,2025-02-12,gold_vs_ma20,0.03,inward,0.0327658534426842,0.0290991953464108
2025-02-13,2025-02-14,copper_vs_ma20,0.08,outward,0.0698732162146795,0.0812156321422912
2025-02-14,2025-02-17,copper_vs_ma20,0.08,inward,0.0812156321422912,0.0516822519460462
2025-02-19,2025-02-20,copper_vs_ma20,0.03,inward,0.0387765148124945,0.0287453387067104
2025-02-20,2025-02-21,copper_vs_ma20,0.03,outward,0.0287453387067104,0.0350545422279404
2025-02-21,2025-02-24,copper_vs_ma20,0.03,inward,0.0350545422279404,0.019245420517407
2025-03-05,2025-03-06,copper_vs_ma20,0.03,outward,-0.0132212970081536,0.0344827586206895
2025-03-07,2025-03-10,copper_vs_ma20,0.03,inward,0.0349560022604342,0.0139335130858775
2025-03-12,2025-03-13,copper_vs_ma20,0.03,outward,0.0246157153606363,0.0409444593506842
2025-03-18,2025-03-19,gold_vs_ma20,0.03,outward,0.0260619698593713,0.0362328408425896
2025-03-21,2025-03-24,gold_vs_ma20,0.03,inward,0.0340839469953415,0.0252629894272793
2025-03-27,2025-03-28,gold_vs_ma20,0.03,outward,0.0211763006764251,0.0313756830768916
2025-03-31,2025-04-01,copper_vs_ma20,0.03,inward,0.0405257393209199,0.0166513515969746
2025-04-03,2025-04-04,copper_vs_ma20,0.03,outward,0.0105657805044308,-0.0321416759373403
2025-04-03,2025-04-04,gold_vs_ma20,0.03,inward,0.0421468619330331,0.0248400495087768
2025-04-04,2025-04-07,a500_vs_ma20,0.05,outward,-0.024154994831399268,-0.0954922261047998
2025-04-04,2025-04-07,a500_vs_ma20,0.08,outward,-0.024154994831399268,-0.0954922261047998
2025-04-04,2025-04-07,copper_vs_ma20,0.08,outward,-0.0321416759373403,-0.1149001196352633
2025-04-08,2025-04-09,a500_vs_ma20,0.08,inward,-0.090807286546841,-0.07342804962065774
