Epoch,Date,Previous_date,Period,Feature,Contribution,Input,Input_change,Input_change_std,Slope_before,Slope_after,Slope_only_change_response,Gold,Lag20_gold,gold_20,Current_price_term,Rolling_base_term,Return_change,Current_price_contribution,Rolling_base_contribution
100,2020-08-04,2020-08-03,08-03 to 09-01,gold_20,0.0544412813069901,0.1091896715062223,0.0099444939831583,0.2583008662520143,5.176483925716001,6.34127819638948,0.044844176422654,1255.6943041256657,1132.082579186387,0.1091896715062223,0.0195100056116349,-0.0095655116284764,0.0099444939831583,0.10680781803506506,-0.05236653672807386
100,2020-08-05,2020-08-04,08-03 to 09-01,gold_20,0.0626569756551168,0.1187551504191337,0.0095654789129113,0.2484562305035136,6.34127819638948,6.584806962395231,0.0093757732345633,1274.455692925406,1139.1730285647757,0.1187551504191337,0.0164693056535733,-0.0069038267406621,0.0095654789129113,0.10787927011158407,-0.045222294456467936
100,2020-08-06,2020-08-05,08-03 to 09-01,gold_20,0.1501456597540645,0.1402290216069617,0.0214738711878279,0.5577679004073888,6.584806962395231,7.360588312018769,0.0298673135538412,1287.256110217922,1128.945225761532,0.1402290216069617,0.011338386487158,0.0101354847006698,0.0214738711878279,0.07927818439303527,0.07086747536102853
100,2020-08-07,2020-08-06,08-03 to 09-01,gold_20,-0.145816104070809,0.1178400790612683,-0.0223889425456933,-0.5815362012198122,7.360588312018769,6.289004783500862,-0.0412555950989374,1261.278808541016,1128.317755076561,0.1178400790612683,-0.0230230372251329,0.0006340946794396,-0.0223889425456933,-0.149945875522909,0.004129771452099987
100,2020-08-10,2020-08-07,08-03 to 09-01,gold_20,-2.902723285115192e-05,0.1178354635085934,-4.615552674932629e-06,-0.0001198855624213,6.289004783500862,6.289004783500862,0.0,1270.2516699743176,1136.3494104824065,0.1178354635085934,0.0078962169122721,-0.0079008324649471,-4.6155526749469544e-06,0.04965934593268622,-0.04968837316553771
100,2020-08-11,2020-08-10,08-03 to 09-01,gold_20,-0.2726095878961853,0.0673809795896629,-0.0504544839189304,-1.3105178528570072,6.289004783500862,5.387034337050404,-0.0347255501224756,1212.6498304557665,1136.0984068893094,0.0673809795896629,-0.0507014525935896,0.000246968674659,-0.0504544839189304,-0.27394397928011643,0.0013343913839300315
100,2020-08-12,2020-08-11,08-03 to 09-01,gold_20,0.0040110476420463,0.0681793079029844,0.0007983283133214,0.0207359866910956,5.387034337050404,4.870080446327056,-0.0199025459359199,1214.0930436694166,1136.6004140755033,0.0681793079029844,0.0012697630546122,-0.0004714347412906,0.0007983283133214,0.00637968116772697,-0.0023686335256796654
100,2020-08-13,2020-08-12,08-03 to 09-01,gold_20,0.0957550987180744,0.0878412210424874,0.019661913139503,0.5107036320507214,4.870080446327056,4.870080446327056,0.0,1227.7718586444582,1128.6314904190467,0.0878412210424874,0.0121198239559688,0.0075420891835341,0.019661913139503,0.05902451766088977,0.036730581057184145
100,2020-08-14,2020-08-13,08-03 to 09-01,gold_20,-0.0811814706031598,0.0711717899113475,-0.0166694311311399,-0.4329761281362116,4.870080446327056,4.870080446327056,0.0,1215.410716788747,1134.6552702712015,0.0711717899113475,-0.0108941827351285,-0.0057752483960112,-0.0166694311311399,-0.05305554631706304,-0.028125924286095796
100,2020-08-17,2020-08-14,08-03 to 09-01,gold_20,0.1050477795926173,0.093121853247676,0.0219500633363285,0.5701366387935172,4.870080446327056,5.049284052599917,0.0068992768402179,1245.5293096673531,1139.4240321578725,0.093121853247676,0.0264331732775256,-0.0044831099411973,0.0219500633363285,0.12650287690948533,-0.021455097316868968
100,2020-08-18,2020-08-17,08-03 to 09-01,gold_20,-0.0471162576387495,0.0852149359094427,-0.0079069173382333,-0.2053763219433411,5.049284052599917,6.584806962395231,0.0591171007632738,1254.5649028500436,1156.0520053096031,0.0852149359094427,0.0078159054620303,-0.0157228228002637,-0.0079069173382333,0.046573930101488976,-0.09369018774023907
100,2020-08-19,2020-08-18,08-03 to 09-01,gold_20,-0.1920550001813984,0.0507483379780648,-0.0344665979313778,-0.8952443550684634,6.584806962395231,5.248097448238846,-0.0514628538171036,1229.0268000144,1169.6680885352555,0.0507483379780648,-0.0218336321952872,-0.0126329657360903,-0.0344665979313778,-0.12166150670208732,-0.0703934934793094
100,2020-08-20,2020-08-19,08-03 to 09-01,gold_20,-0.1444671222589537,0.0236621003757744,-0.0270862376022904,-0.7035449614659515,5.248097448238846,5.395498410429612,0.0056748860462112,1213.4028412350572,1185.3548556595297,0.0236621003757744,-0.0131808282597786,-0.0139054093425117,-0.0270862376022904,-0.07030124876105676,-0.07416587349789641
100,2020-08-21,2020-08-20,08-03 to 09-01,gold_20,-0.0215495824235474,0.01965947704521,-0.0040026233305643,-0.1039651766410878,5.395498410429612,5.37880194512832,-0.0006428081374172,1213.9047718257084,1190.5001612336173,0.01965947704521,0.0004216132067811,-0.0044242365373457,-0.0040026233305643,0.0022699084575376564,-0.02381949088108667
100,2020-08-24,2020-08-21,08-03 to 09-01,gold_20,-0.1154487194876317,-0.001708984375,-0.02136846142021,-0.5550299597607129,5.37880194512832,5.40778310667768,0.0011157646926796,1209.5752087803005,1211.6458926789214,-0.001708984375,-0.003573290737474,-0.0177951706827358,-0.02136846142021,-0.01930564077057141,-0.09614307871705922
100,2020-08-25,2020-08-24,08-03 to 09-01,gold_20,-0.0805080066747003,-0.016917726728961,-0.015208742353961,-0.395035818945128,5.40778310667768,5.173802542252797,-0.0090081707772092,1199.5984861656962,1220.2422104248064,-0.016917726728961,-0.0081760182768393,-0.0070327240771216,-0.015208742353961,-0.04328003714474246,-0.03722796952995731
100,2020-08-26,2020-08-25,08-03 to 09-01,gold_20,0.0554982160218207,-0.0065523669455463,0.0103653597834146,0.269232543717572,5.173802542252797,5.40778310667768,0.0090081707772092,1217.732327684923,1225.763983090768,-0.0065523669455463,0.0147939095693627,-0.0044285497859481,0.0103653597834146,0.07920956013523947,-0.023711344113418777
100,2020-08-27,2020-08-26,08-03 to 09-01,gold_20,-0.0221996983382962,-0.0106575053914438,-0.0041051384458974,-0.1066279308384669,5.40778310667768,5.40778310667768,0.0,1205.747652921086,1218.7363420573104,-0.0106575053914438,-0.0098336894948139,0.0057285510489164,-0.0041051384458974,-0.0531784599263664,0.030978761588069656
100,2020-08-28,2020-08-27,08-03 to 09-01,gold_20,0.0624261825520814,0.0009170199271633,0.0115745253186071,0.3006397229778985,5.40778310667768,5.37880194512832,-0.0011157646926796,1232.7288923748372,1231.599491099215,0.0009170199271633,0.021907478566486,-0.0103329532478788,0.0115745253186071,0.11815605552728146,-0.05572987297519951
100,2020-08-31,2020-08-28,08-03 to 09-01,gold_20,-0.0005550770146427,0.0008138227802325,-0.0001031971469307,-0.0026804694630105,5.37880194512832,5.37880194512832,0.0,1234.61130442975,1233.607366652905,0.0008138227802325,0.0015259409969479,-0.0016291381438788,-0.0001031971469307,0.008207734402536747,-0.008762811417180522
100,2020-09-01,2020-08-31,08-03 to 09-01,gold_20,-0.0930744076037456,-0.0164901063387873,-0.0173039291190199,-0.4494567434578271,5.37880194512832,5.37880194512832,0.0,1234.987771521624,1255.6943041256657,-0.0164901063387873,0.0002998079155389,-0.0176037370345587,-0.0173039291190199,0.0016126073992654812,-0.09468701500301055
