Epoch,Date,Previous_date,Period,Feature,Contribution,Input,Input_change,Input_change_std,Slope_before,Slope_after,Slope_only_change_response
100,2020-07-20,2020-07-17,07-17 to 08-03,A_500,0.09552032494343522,1935.611499302417,55.48978160791057,0.18864845110913353,0.001721403872489087,0.001721403872489087,0.0
100,2020-07-20,2020-07-17,07-17 to 08-03,Dollar Index,0.005862902109436053,95.83000183105469,-0.11000061035156296,-0.01507010677925169,-0.053298814349286204,-0.053298814349286204,0.0
100,2020-07-20,2020-07-17,07-17 to 08-03,cn_10y_rate,0.012474022680136553,2.9311,-0.019600000000000114,-0.04426041491550636,-0.6364297285784022,-0.6364297285784022,0.0
100,2020-07-20,2020-07-17,07-17 to 08-03,us_10y_rate,0.008908934331774598,0.62,-0.02000000000000003,-0.04590600304433856,-0.4454467165887288,-0.4454467165887288,0.0
100,2020-07-20,2020-07-17,07-17 to 08-03,brent,-0.001074777464228034,43.3,-0.23000000000000365,-0.009086402962922735,0.004672945496643481,0.004672945496643481,0.0
100,2020-07-20,2020-07-17,07-17 to 08-03,Copper Futures Price,0.003348305346317313,2.9155,0.011000000000000119,0.025493906702153082,0.30439139511974883,0.30439139511974883,0.0
100,2020-07-20,2020-07-17,07-17 to 08-03,Gold Futures Price,-0.0019708028321474623,1139.4240321578725,4.768761886670736,0.0500839152315109,-0.0004132734825062314,-0.0004132734825062314,0.0
100,2020-07-20,2020-07-17,07-17 to 08-03,gold_5,-0.0014385558840398873,0.002705700946473044,-0.0029110813527744033,-0.15027748583369827,0.49416546970383457,0.49416546970383457,0.0
100,2020-07-20,2020-07-17,07-17 to 08-03,gold_20,-0.02465403279754125,0.024716466018596117,-0.004656847063030601,-0.12095815356931094,5.294146976236994,5.294146976236994,0.0
100,2020-07-20,2020-07-17,07-17 to 08-03,copper_5,-0.03588106644515401,-0.013367174280879857,-0.01578305003584113,-0.6326455218650585,2.2733924281855127,2.2733924281855127,0.0
100,2020-07-20,2020-07-17,07-17 to 08-03,copper_20,0.002357479795906264,0.0944069069069069,0.0014624101994751297,0.02973322467830597,1.6120509804651753,1.6120509804651753,0.0
100,2020-07-21,2020-07-20,07-17 to 08-03,A_500,0.014760363384647944,1944.1861072840434,8.574607981626265,0.02915107012011031,0.001721403872489087,0.001721403872489087,0.0
100,2020-07-21,2020-07-20,07-17 to 08-03,Dollar Index,0.03784210939147078,95.12000274658203,-0.7099990844726556,-0.09727002406602403,-0.053298814349286204,-0.053298814349286204,0.0
100,2020-07-21,2020-07-20,07-17 to 08-03,cn_10y_rate,0.019092891857351604,2.9011,-0.029999999999999763,-0.06774553303393738,-0.6364297285784022,-0.6364297285784022,0.0
100,2020-07-21,2020-07-20,07-17 to 08-03,us_10y_rate,0.004454467165887386,0.61,-0.01000000000000021,-0.022953001522169725,-0.4454467165887288,-0.4454467165887288,0.0
100,2020-07-21,2020-07-20,07-17 to 08-03,brent,0.004719674951610007,44.31,1.0100000000000042,0.03990116083718198,0.004672945496643481,0.004672945496643481,0.0
100,2020-07-21,2020-07-20,07-17 to 08-03,Copper Futures Price,0.012936634292589474,2.958,0.04249999999999998,0.09849918498559035,0.30439139511974883,0.30439139511974883,0.0
100,2020-07-21,2020-07-20,07-17 to 08-03,Gold Futures Price,-0.00687190037143606,1156.0520053096031,16.627973151730664,0.1746352654199148,-0.0004132734825062314,-0.0004132734825062314,0.0
100,2020-07-21,2020-07-20,07-17 to 08-03,gold_5,0.007342095568930424,0.017563265910149006,0.014857564963675962,0.7669856104241604,0.49416546970383457,0.49416546970383457,0.0
100,2020-07-21,2020-07-20,07-17 to 08-03,gold_20,0.09880620119004473,0.0433797561829119,0.018663290164315786,0.4847651398572642,5.294146976236994,5.294146976236994,0.0
100,2020-07-21,2020-07-20,07-17 to 08-03,copper_5,0.05015746260669666,0.008695652173912993,0.02206282645479285,0.884363182313562,2.2733924281855127,2.2733924281855127,0.0
100,2020-07-21,2020-07-20,07-17 to 08-03,copper_20,0.03246215672300154,0.11454408440090447,0.020137177493997568,0.4094222148005051,1.6120509804651753,1.6120509804651753,0.0
100,2020-07-22,2020-07-21,07-17 to 08-03,A_500,0.0203876283820929,1955.9825901885433,11.796482904499927,0.0401044690388912,0.001721403872489087,0.001728963085579122,0.002223496037351691
100,2020-07-22,2020-07-21,07-17 to 08-03,Dollar Index,0.007653813131243445,94.97000122070312,-0.15000152587890658,-0.020550240628857463,-0.053298814349286204,-0.05079909730461852,0.01824608177283958
100,2020-07-22,2020-07-21,07-17 to 08-03,cn_10y_rate,0.008746857191997448,2.8861,-0.015000000000000176,-0.033872766516969355,-0.6364297285784022,-0.5778304180499629,0.025949745128914955
