Trigger_date,Effective_date,Variable,Threshold,Direction,Previous_deviation,Deviation
2024-01-09,2024-01-10,copper_vs_ma20,0.03,outward,-0.0178678452252523,-0.0308123538224697
2024-01-10,2024-01-11,copper_vs_ma20,0.03,inward,-0.0308123538224697,-0.0236382322713257
2024-01-12,2024-01-14,copper_vs_ma20,0.03,outward,-0.0234006294301252,-0.03135127856193
2024-01-14,2024-01-15,copper_vs_ma20,0.03,inward,-0.03135127856193,-0.0269967348622532
2024-01-30,2024-01-31,copper_vs_ma20,0.03,outward,0.0210514539914845,0.031424043766151
2024-01-31,2024-02-01,copper_vs_ma20,0.03,inward,0.031424043766151,0.0292523665315613
2024-02-09,2024-02-12,copper_vs_ma20,0.03,outward,-0.0254582471366522,-0.0301398647317617
2024-02-12,2024-02-13,copper_vs_ma20,0.03,inward,-0.0301398647317617,-0.0189457641370611
2024-03-04,2024-03-05,gold_vs_ma20,0.03,outward,0.0265604719001288,0.0395838952950338
2024-03-13,2024-03-14,copper_vs_ma20,0.03,outward,0.0179250069898206,0.0470434561718182
2024-03-15,2024-03-18,gold_vs_ma20,0.03,inward,0.0346658569325568,0.0287455818877555
2024-03-20,2024-03-21,copper_vs_ma20,0.03,inward,0.0369663421772603,0.0288739905531005
2024-03-29,2024-04-01,gold_vs_ma20,0.03,outward,0.0256860529782008,0.0309539723880425
2024-04-01,2024-04-02,gold_vs_ma20,0.03,inward,0.0309539723880425,0.0281387757447952
2024-04-02,2024-04-03,gold_vs_ma20,0.03,outward,0.0281387757447952,0.0363644269261382
2024-04-03,2024-04-04,copper_vs_ma20,0.03,outward,0.017936494106225,0.0439417415556246
2024-04-22,2024-04-23,gold_vs_ma20,0.03,inward,0.0375519532660009,0.0055078148446878
2024-05-01,2024-05-02,copper_vs_ma20,0.03,inward,0.0323945015860809,0.0248144411819406
2024-05-06,2024-05-07,copper_vs_ma20,0.03,outward,0.0219321851453175,0.0312388273149804
2024-05-07,2024-05-08,copper_vs_ma20,0.03,inward,0.0312388273149804,0.0254897267327613
2024-05-11,2024-05-13,copper_vs_ma20,0.03,outward,0.0283924544116105,0.0460815838280965
2024-05-17,2024-05-20,gold_vs_ma20,0.03,outward,0.0190995442294394,0.0310221023220542
2024-05-22,2024-05-23,copper_vs_ma20,0.03,inward,0.0800863053687017,0.0225936569033244
2024-05-22,2024-05-23,gold_vs_ma20,0.03,inward,0.030648764028772,0.015641416428161
2024-05-30,2024-05-31,copper_vs_ma20,0.03,outward,-0.0029644690333167,-0.0307791832294325
2024-06-06,2024-06-07,copper_vs_ma20,0.03,inward,-0.0459390786390407,-0.0281932244223975
2024-06-07,2024-06-10,copper_vs_ma20,0.03,outward,-0.0281932244223975,-0.0649433107523165
2024-06-19,2024-06-20,copper_vs_ma20,0.03,inward,-0.0372781404552092,-0.0222349628693384
2024-06-21,2024-06-24,copper_vs_ma20,0.03,outward,-0.0156888871471305,-0.0326757393152352
2024-06-24,2024-06-25,copper_vs_ma20,0.03,inward,-0.0326757393152352,-0.0287778074082853
2024-06-25,2024-06-26,copper_vs_ma20,0.03,outward,-0.0287778074082853,-0.0366622238306661
2024-06-28,2024-07-01,copper_vs_ma20,0.03,inward,-0.0325304274019599,-0.0206540198010087
2024-07-05,2024-07-08,copper_vs_ma20,0.03,outward,0.0231355144222626,0.041504584567956
2024-07-09,2024-07-10,copper_vs_ma20,0.03,inward,0.0329848295731611,0.0229644627397345
2024-07-11,2024-07-12,gold_vs_ma20,0.03,outward,0.0143827351721916,0.0301560622636938
2024-07-12,2024-07-15,gold_vs_ma20,0.03,inward,0.0301560622636938,0.0279185936632553
2024-07-16,2024-07-17,gold_vs_ma20,0.03,outward,0.0292867783890369,0.0431422649246298
2024-07-18,2024-07-19,copper_vs_ma20,0.03,outward,-0.0171992910726428,-0.0433825296323411
2024-07-19,2024-07-22,gold_vs_ma20,0.03,inward,0.034292220388546,0.0088588366377124
2024-08-12,2024-08-13,copper_vs_ma20,0.03,inward,-0.0377378905733418,-0.014837871324529
2024-08-16,2024-08-19,gold_vs_ma20,0.03,outward,0.016534103122928,0.0331816844968657
2024-08-22,2024-08-23,gold_vs_ma20,0.03,inward,0.0305944509035163,0.0158239323783038
2024-08-26,2024-08-27,copper_vs_ma20,0.03,outward,0.0275744265495363,0.0315367705713642
2024-08-28,2024-08-29,copper_vs_ma20,0.03,inward,0.0350066853044852,0.0145279922193179
2024-09-19,2024-09-20,copper_vs_ma20,0.03,outward,0.02371212438833,0.0341464582099284
2024-09-20,2024-09-23,gold_vs_ma20,0.03,outward,0.0242609035526057,0.0347585238167225
2024-09-27,2024-09-29,gold_vs_ma20,0.03,inward,0.0422314496214042,0.0291367855057924
2024-10-08,2024-10-09,copper_vs_ma20,0.03,inward,0.0315752616211759,0.0035015030567784
2024-10-15,2024-10-16,copper_vs_ma20,0.03,outward,-0.0177785208716491,-0.0332269047101631
2024-10-16,2024-10-17,copper_vs_ma20,0.03,inward,-0.0332269047101631,-0.0270986712406582
2024-10-17,2024-10-18,copper_vs_ma20,0.03,outward,-0.0270986712406582,-0.0366249575391056
2024-10-18,2024-10-21,copper_vs_ma20,0.03,inward,-0.0366249575391056,-0.0225278951299171
2024-10-22,2024-10-23,gold_vs_ma20,0.03,outward,0.0291500196735652,0.0356702507714874
2024-10-23,2024-10-24,gold_vs_ma20,0.03,inward,0.0356702507714874,0.0230702992840199
2024-10-29,2024-10-30,gold_vs_ma20,0.03,outward,0.0273937640117734,0.0339746501744631
2024-10-31,2024-11-01,gold_vs_ma20,0.03,inward,0.0381183254620292,0.017095230332651
2024-11-11,2024-11-12,gold_vs_ma20,0.03,outward,-0.0110759449249974,-0.0385047453931375
