Trigger_date,Effective_date,Variable,Threshold,Direction,Previous_deviation,Deviation
2020-01-03,2020-01-06,gold_vs_ma20,0.03,outward,0.0243643523566994,0.0378195580888587
2020-01-09,2020-01-10,gold_vs_ma20,0.03,inward,0.0327928848554197,0.0261208553331699
2020-01-13,2020-01-14,brent_vs_ma20,0.04,outward,-0.023537756198860782,-0.05931700019799224
2020-01-19,2020-01-20,brent_vs_ma20,0.04,inward,-0.04661963025810467,-0.03593430689598598
2020-01-21,2020-01-22,brent_vs_ma20,0.04,outward,-0.032593645922987635,-0.043102476419525915
2020-01-23,2020-01-24,cn10y_vs_ma20,0.03,outward,-0.024897601689894078,-0.03405277017607278
2020-01-23,2020-01-24,copper_vs_ma20,0.03,outward,-0.0200855874613482,-0.0321664418092736
2020-01-24,2020-01-27,a500_vs_ma20,0.05,outward,-0.0233817441151737,-0.0954562559668942
2020-01-24,2020-01-27,a500_vs_ma20,0.08,outward,-0.0233817441151737,-0.0954562559668942
2020-01-24,2020-01-27,us10y_vs_ma20,0.05,outward,-0.0473583356145633,-0.0641343242499312
2020-01-27,2020-01-28,us10y_vs_ma20,0.1,outward,-0.0641343242499312,-0.1060521932259855
2020-01-28,2020-01-29,us10y_vs_ma20,0.1,inward,-0.1060521932259855,-0.0779547359597653
2020-01-30,2020-01-31,a500_vs_ma20,0.08,inward,-0.0829352675723148,-0.0784753620725738
2020-01-30,2020-01-31,copper_vs_ma20,0.08,outward,-0.0793825302561976,-0.0846536894522407
2020-01-30,2020-01-31,us10y_vs_ma20,0.1,outward,-0.0988453956631936,-0.1099773242630385
2020-02-03,2020-02-04,brent_vs_ma20,0.1,outward,-0.08188644761412844,-0.13163036399160577
2020-02-04,2020-02-05,a500_vs_ma20,0.05,inward,-0.0690995483388854,-0.038993972498601
2020-02-04,2020-02-05,copper_vs_ma20,0.08,inward,-0.0816139888791337,-0.0642490189410996
2020-02-04,2020-02-05,us10y_vs_ma20,0.1,inward,-0.1121360622657825,-0.0647690967179784
2020-02-05,2020-02-06,brent_vs_ma20,0.1,inward,-0.1237909452978948,-0.09177412474981128
2020-02-05,2020-02-06,us10y_vs_ma20,0.05,inward,-0.0647690967179784,-0.030373831775701
2020-02-07,2020-02-10,us10y_vs_ma20,0.05,outward,-0.0311215502055197,-0.059171597633136
