Trigger_date,Effective_date,Variable,Threshold,Direction,Previous_deviation,Deviation
2015-01-01,2015-01-02,us10y_vs_ma20,0.05,outward,-0.0140845070422536,-0.0687057749372289
2015-01-04,2015-01-05,brent_vs_ma20,0.1,outward,-0.07099241763403341,-0.1325317573534407
2015-01-04,2015-01-05,copper_vs_ma20,0.03,outward,-0.0183012343098055,-0.0340661067556006
2015-01-06,2015-01-07,copper_vs_ma20,0.03,inward,-0.0311988301533235,-0.028543341642383
2015-01-07,2015-01-08,a500_vs_ma20,0.05,inward,0.0564130954141257,0.0497760810711755
2015-01-07,2015-01-08,dollar_vs_ma20,0.02,outward,0.01762211076628062,0.02012723015191087
2015-01-08,2015-01-09,us10y_vs_ma20,0.05,inward,-0.081967213114754,-0.0476190476190476
2015-01-09,2015-01-12,dollar_vs_ma20,0.02,inward,0.023178574521805828,0.016456369202727306
2015-01-09,2015-01-12,us10y_vs_ma20,0.05,outward,-0.0476190476190476,-0.068016003765592
2015-01-12,2015-01-13,copper_vs_ma20,0.03,outward,-0.0247658836233602,-0.0326101424198056
2015-01-13,2015-01-14,brent_vs_ma20,0.15,outward,-0.14401219189458025,-0.16510961058181461
2015-01-14,2015-01-15,brent_vs_ma20,0.15,inward,-0.16510961058181461,-0.14203593262866177
2015-01-14,2015-01-15,copper_vs_ma20,0.08,outward,-0.0576410731629078,-0.1013271162123387
2015-01-14,2015-01-15,us10y_vs_ma20,0.1,outward,-0.0928520541439089,-0.1089820359281436
2015-01-15,2015-01-16,brent_vs_ma20,0.1,inward,-0.14203593262866177,-0.09811713501750396
2015-01-15,2015-01-16,copper_vs_ma20,0.08,inward,-0.1013271162123387,-0.0769591613968301
2015-01-15,2015-01-16,gold_vs_ma20,0.03,outward,0.0263275072159143,0.0485211057866479
2015-01-16,2015-01-19,cn10y_vs_ma20,0.03,outward,-0.021156208167152024,-0.03080140105757445
2015-01-19,2015-01-20,brent_vs_ma20,0.1,outward,-0.09404667437880632,-0.10024288990603725
2015-01-20,2015-01-21,brent_vs_ma20,0.1,inward,-0.10024288990603725,-0.08951146189324433
2015-01-20,2015-01-21,us10y_vs_ma20,0.1,inward,-0.1027853093418782,-0.0927218344965105
2015-01-22,2015-01-23,dollar_vs_ma20,0.02,outward,0.013406652399069463,0.02566890629084284
2015-01-22,2015-01-23,us10y_vs_ma20,0.05,inward,-0.0588827377956718,-0.0352881441990353
2015-01-23,2015-01-26,us10y_vs_ma20,0.05,outward,-0.0352881441990353,-0.0713186249358646
2015-01-26,2015-01-27,gold_vs_ma20,0.03,inward,0.0435807436352928,0.0296319155876785
2015-01-27,2015-01-28,brent_vs_ma20,0.04,inward,-0.05561363589775126,-0.03716880054605254
2015-01-27,2015-01-28,dollar_vs_ma20,0.02,inward,0.026390609394731257,0.015883265862103535
2015-01-27,2015-01-28,gold_vs_ma20,0.03,outward,0.0296319155876785,0.0350408713557102
2015-01-27,2015-01-28,us10y_vs_ma20,0.05,inward,-0.0520590520590519,-0.0436373138228375
2015-01-28,2015-01-29,cn10y_vs_ma20,0.03,inward,-0.03430145253063466,-0.019314984450696904
2015-01-28,2015-01-29,gold_vs_ma20,0.03,inward,0.0350408713557102,0.027019279616
2015-01-28,2015-01-29,us10y_vs_ma20,0.05,outward,-0.0436373138228375,-0.0885142255005269
2015-01-29,2015-01-30,dollar_vs_ma20,0.02,outward,0.018879533033775653,0.020187381417780204
2015-01-30,2015-02-02,dollar_vs_ma20,0.02,inward,0.020187381417780204,0.01852799667398708
2015-02-02,2015-02-03,brent_vs_ma20,0.04,outward,0.004332664060023195,0.09275998986229617
2015-02-03,2015-02-04,brent_vs_ma20,0.1,outward,0.09275998986229617,0.1439684625492772
2015-02-03,2015-02-04,copper_vs_ma20,0.03,inward,-0.0396378172711071,-0.0012276818080755
2015-02-03,2015-02-04,dollar_vs_ma20,0.01,inward,0.013605909653686243,0.0028230962512405533
2015-02-03,2015-02-04,us10y_vs_ma20,0.05,inward,-0.0911549905328645,-0.026909486273444
2015-02-04,2015-02-05,brent_vs_ma20,0.15,outward,0.1439684625492772,0.15057560119507762
2015-02-05,2015-02-06,dollar_vs_ma20,0.01,outward,0.005869954869843097,0.01220629730115741
2015-02-06,2015-02-09,brent_vs_ma20,0.15,inward,0.1616397422728546,0.14973509593127932
2015-02-06,2015-02-09,us10y_vs_ma20,0.05,outward,0.004390779363337,0.0711343037627025
2015-02-09,2015-02-10,brent_vs_ma20,0.15,outward,0.14973509593127932,0.16071883113577345
2015-02-09,2015-02-10,dollar_vs_ma20,0.01,inward,0.010715473881232507,0.006720323205710921
2015-02-10,2015-02-11,brent_vs_ma20,0.15,inward,0.16071883113577345,0.12388070224917147
2015-02-10,2015-02-11,gold_vs_ma20,0.03,outward,-0.0234611271967216,-0.0305988016927147
2015-02-11,2015-02-12,brent_vs_ma20,0.1,inward,0.12388070224917147,0.06909752416364312
2015-02-12,2015-02-13,brent_vs_ma20,0.1,outward,0.06909752416364312,0.11452469674145727
2015-02-13,2015-02-15,brent_vs_ma20,0.15,outward,0.11452469674145727,0.1806377753206978
2015-02-15,2015-02-16,us10y_vs_ma20,0.1,outward,0.0889487870619947,0.1437733832175309
2015-02-17,2015-02-18,brent_vs_ma20,0.15,inward,0.17036544218980199,0.13987791041137254
2015-02-18,2015-02-19,us10y_vs_ma20,0.1,inward,0.126019468560905,0.0843373493975903
