Trigger_date,Effective_date,Variable,Threshold,Direction,Previous_deviation,Deviation
2019-01-03,2019-01-04,copper_vs_ma20,0.03,outward,-0.0259119310005477,-0.043637751729403
2019-01-04,2019-01-07,copper_vs_ma20,0.03,inward,-0.043637751729403,-0.0118134482951682
2019-01-30,2019-01-31,copper_vs_ma20,0.03,outward,0.0226963530085098,0.0363682247707708
2019-02-08,2019-02-11,copper_vs_ma20,0.03,inward,0.0339634352266815,0.0247632920611799
2019-02-20,2019-02-21,copper_vs_ma20,0.03,outward,0.0295354120825059,0.0402750316179483
2019-02-21,2019-02-22,copper_vs_ma20,0.03,inward,0.0402750316179483,0.0290970760857018
2019-02-22,2019-02-25,copper_vs_ma20,0.03,outward,0.0290970760857018,0.0441063225258238
2019-03-01,2019-03-04,copper_vs_ma20,0.03,inward,0.0319870476523869,0.0239754134143572
2019-05-01,2019-05-02,copper_vs_ma20,0.03,outward,-0.0040725339735071,-0.037351384784551
2019-05-03,2019-05-05,copper_vs_ma20,0.03,inward,-0.0429295755248908,-0.0273524769043654
2019-05-07,2019-05-08,copper_vs_ma20,0.03,outward,-0.0201798962869337,-0.0336345816926573
2019-05-10,2019-05-13,copper_vs_ma20,0.03,inward,-0.032753415813077,-0.0289953978336571
2019-05-13,2019-05-14,copper_vs_ma20,0.03,outward,-0.0289953978336571,-0.0442210348706413
2019-05-15,2019-05-16,copper_vs_ma20,0.03,inward,-0.0387667995343751,-0.0294216513631619
2019-05-22,2019-05-23,copper_vs_ma20,0.03,outward,-0.0280835525962519,-0.0376512653735929
2019-05-24,2019-05-26,copper_vs_ma20,0.03,inward,-0.0329912155702664,-0.0226550691056544
2019-06-06,2019-06-07,gold_vs_ma20,0.03,outward,0.0295622646351654,0.0346894630838683
2019-06-07,2019-06-10,gold_vs_ma20,0.03,inward,0.0346894630838683,0.0237367153956438
2019-06-20,2019-06-21,gold_vs_ma20,0.03,outward,0.0219305312299888,0.0542369552158163
2019-07-01,2019-07-02,gold_vs_ma20,0.03,inward,0.0374251386798112,0.017334918406779
2019-07-03,2019-07-04,gold_vs_ma20,0.03,outward,0.0282200418267644,0.0344248670942666
2019-07-04,2019-07-05,gold_vs_ma20,0.03,inward,0.0344248670942666,0.0169096414510978
2019-08-02,2019-08-05,copper_vs_ma20,0.03,outward,-0.0086310904872389,-0.0416701523474898
2019-08-05,2019-08-06,gold_vs_ma20,0.03,outward,0.0196653601142882,0.0306100735950582
2019-08-08,2019-08-09,copper_vs_ma20,0.03,inward,-0.0373651843959699,-0.0226872823930216
2019-08-19,2019-08-20,gold_vs_ma20,0.03,inward,0.0346620340689514,0.0237550376903863
2019-08-27,2019-08-28,gold_vs_ma20,0.03,outward,0.0251812194511109,0.0312003345880385
2019-08-28,2019-08-29,gold_vs_ma20,0.03,inward,0.0312003345880385,0.0252273694456051
2019-09-13,2019-09-16,copper_vs_ma20,0.03,outward,0.0213574169541452,0.0422450736652704
2019-09-16,2019-09-17,copper_vs_ma20,0.03,inward,0.0422450736652704,0.0181874408086744
2019-12-09,2019-12-10,copper_vs_ma20,0.03,outward,0.0247090285886473,0.0356498194945849
2019-12-20,2019-12-23,copper_vs_ma20,0.03,inward,0.0384958068871761,0.0276983952517038
2019-12-25,2019-12-26,copper_vs_ma20,0.03,outward,0.029981142216837,0.03139991277802
2019-12-27,2019-12-30,copper_vs_ma20,0.03,inward,0.0315253715393184,0.0211083223488199
