Trigger_date,Effective_date,Variable,Threshold,Direction,Previous_deviation,Deviation
2019-01-03,2019-01-04,copper_vs_ma20,0.03,outward,-0.0259119310005477,-0.043637751729403
2019-01-04,2019-01-07,copper_vs_ma20,0.03,inward,-0.043637751729403,-0.0118134482951682
2019-01-30,2019-01-31,copper_vs_ma20,0.03,outward,0.0226963530085098,0.0363682247707708
2019-02-08,2019-02-11,copper_vs_ma20,0.03,inward,0.0339634352266815,0.0247632920611799
2019-02-17,2019-02-18,a500_vs_ma20,0.05,outward,0.023755567912082,0.05041381749320095
2019-02-18,2019-02-19,a500_vs_ma20,0.05,inward,0.05041381749320095,0.04593789441319296
2019-02-20,2019-02-21,copper_vs_ma20,0.03,outward,0.0295354120825059,0.0402750316179483
2019-02-21,2019-02-22,copper_vs_ma20,0.03,inward,0.0402750316179483,0.0290970760857018
2019-02-22,2019-02-25,copper_vs_ma20,0.03,outward,0.0290970760857018,0.0441063225258238
2019-02-25,2019-02-26,a500_vs_ma20,0.05,outward,0.04805489947497654,0.09857061988413318
2019-02-25,2019-02-26,a500_vs_ma20,0.08,outward,0.04805489947497654,0.09857061988413318
2019-02-27,2019-02-28,a500_vs_ma20,0.08,inward,0.0814606873479029,0.07194514875541502
2019-03-01,2019-03-04,a500_vs_ma20,0.08,outward,0.06736970114733665,0.08133603757717811
2019-03-01,2019-03-04,copper_vs_ma20,0.03,inward,0.0319870476523869,0.0239754134143572
2019-03-07,2019-03-08,a500_vs_ma20,0.08,inward,0.09200445706630545,0.07387891542489089
2019-03-08,2019-03-11,a500_vs_ma20,0.05,inward,0.07387891542489089,0.0311240186489683
2019-03-12,2019-03-13,a500_vs_ma20,0.05,outward,0.049733412998577364,0.053980205431053196
2019-03-13,2019-03-14,a500_vs_ma20,0.05,inward,0.053980205431053196,0.034207114996158694
2019-04-01,2019-04-02,a500_vs_ma20,0.05,outward,0.02325766792441253,0.05021767403397459
2019-04-02,2019-04-03,a500_vs_ma20,0.05,inward,0.05021767403397459,0.04813492176403589
2019-04-03,2019-04-04,a500_vs_ma20,0.05,outward,0.04813492176403589,0.056692731015598685
2019-04-10,2019-04-11,a500_vs_ma20,0.05,inward,0.05071082188578546,0.04932521717029381
2019-05-01,2019-05-02,a500_vs_ma20,0.05,outward,-0.02904048176505669,-0.08412422283771515
2019-05-01,2019-05-02,a500_vs_ma20,0.08,outward,-0.02904048176505669,-0.08412422283771515
2019-05-01,2019-05-02,copper_vs_ma20,0.03,outward,-0.0040725339735071,-0.037351384784551
2019-05-02,2019-05-03,a500_vs_ma20,0.08,inward,-0.08412422283771515,-0.07936550712160606
2019-05-03,2019-05-05,copper_vs_ma20,0.03,inward,-0.0429295755248908,-0.0273524769043654
2019-05-07,2019-05-08,copper_vs_ma20,0.03,outward,-0.0201798962869337,-0.0336345816926573
2019-05-10,2019-05-13,a500_vs_ma20,0.05,inward,-0.07170491012088931,-0.0322100180235626
2019-05-10,2019-05-13,copper_vs_ma20,0.03,inward,-0.032753415813077,-0.0289953978336571
2019-05-13,2019-05-14,copper_vs_ma20,0.03,outward,-0.0289953978336571,-0.0442210348706413
2019-05-15,2019-05-16,copper_vs_ma20,0.03,inward,-0.0387667995343751,-0.0294216513631619
2019-05-22,2019-05-23,copper_vs_ma20,0.03,outward,-0.0280835525962519,-0.0376512653735929
2019-05-24,2019-05-26,copper_vs_ma20,0.03,inward,-0.0329912155702664,-0.0226550691056544
