Trigger_date,Effective_date,Variable,Threshold,Direction,Previous_deviation,Deviation
2015-01-04,2015-01-05,copper_vs_ma20,0.03,outward,-0.0183012343098055,-0.0340661067556006
2015-01-06,2015-01-07,copper_vs_ma20,0.03,inward,-0.0311988301533235,-0.028543341642383
2015-01-12,2015-01-13,copper_vs_ma20,0.03,outward,-0.0247658836233602,-0.0326101424198056
2015-01-15,2015-01-16,gold_vs_ma20,0.03,outward,0.0263275072159143,0.0485211057866479
2015-01-26,2015-01-27,gold_vs_ma20,0.03,inward,0.0435807436352928,0.0296319155876785
2015-01-27,2015-01-28,gold_vs_ma20,0.03,outward,0.0296319155876785,0.0350408713557102
2015-01-28,2015-01-29,gold_vs_ma20,0.03,inward,0.0350408713557102,0.027019279616
2015-02-03,2015-02-04,copper_vs_ma20,0.03,inward,-0.0396378172711071,-0.0012276818080755
2015-02-10,2015-02-11,gold_vs_ma20,0.03,outward,-0.0234611271967216,-0.0305988016927147
2015-02-23,2015-02-24,gold_vs_ma20,0.03,inward,-0.0303411914434326,-0.0267777878828878
2015-02-26,2015-02-27,copper_vs_ma20,0.03,outward,0.027028594068591,0.0375333314080534
2015-03-03,2015-03-04,copper_vs_ma20,0.03,inward,0.030366692131398,0.0135347812401633
2015-03-06,2015-03-09,gold_vs_ma20,0.03,outward,-0.0102459382724059,-0.0338657499479778
2015-03-09,2015-03-10,gold_vs_ma20,0.03,inward,-0.0338657499479778,-0.0298392329069097
2015-03-10,2015-03-11,gold_vs_ma20,0.03,outward,-0.0298392329069097,-0.0326655792923065
2015-03-16,2015-03-17,gold_vs_ma20,0.03,inward,-0.0313553211796955,-0.0285299834892952
2015-03-17,2015-03-18,gold_vs_ma20,0.03,outward,-0.0285299834892952,-0.0305900145528349
2015-03-18,2015-03-19,gold_vs_ma20,0.03,inward,-0.0305900145528349,-0.0259336227600764
2015-03-20,2015-03-23,copper_vs_ma20,0.03,outward,0.0035652977683877,0.038399338072135
2015-03-27,2015-03-30,copper_vs_ma20,0.03,inward,0.0472686629721044,0.0297195479280034
2015-03-30,2015-03-31,copper_vs_ma20,0.03,outward,0.0297195479280034,0.0336661249129324
