Trigger_date,Effective_date,Variable,Threshold,Direction,Previous_deviation,Deviation
2018-01-02,2018-01-03,copper_vs_ma20,0.03,inward,0.034975412229949,0.0297409155521348
2018-01-02,2018-01-03,gold_vs_ma20,0.03,inward,0.0320081689694675,0.029424412285461
2018-01-03,2018-01-04,dollar_vs_ma20,0.01,inward,-0.013182646568012268,-0.00892564911336391
2018-01-04,2018-01-05,brent_vs_ma20,0.04,outward,0.03614678618878164,0.047098882515596685
2018-01-04,2018-01-05,dollar_vs_ma20,0.01,outward,-0.00892564911336391,-0.011185405035296081
2018-01-05,2018-01-08,brent_vs_ma20,0.04,inward,0.047098882515596685,0.03372801750999366
2018-01-05,2018-01-08,dollar_vs_ma20,0.01,inward,-0.011185405035296081,-0.00896194324955324
2018-01-09,2018-01-10,brent_vs_ma20,0.04,outward,0.03707293433486791,0.04193061840120671
2018-01-12,2018-01-15,brent_vs_ma20,0.04,inward,0.051805454858022904,0.036432908679604914
2018-01-12,2018-01-15,dollar_vs_ma20,0.01,outward,-0.007091445781566508,-0.015273687650979917
2018-01-15,2018-01-16,brent_vs_ma20,0.04,outward,0.036432908679604914,0.041845716148534384
2018-01-16,2018-01-17,brent_vs_ma20,0.04,inward,0.041845716148534384,0.02474750457740238
2018-01-18,2018-01-19,us10y_vs_ma20,0.05,outward,0.0335813392318518,0.0505212510024057
2018-01-23,2018-01-24,copper_vs_ma20,0.03,outward,-0.0129761923130333,-0.03704334233558
2018-01-23,2018-01-24,us10y_vs_ma20,0.05,inward,0.0578643865579637,0.0417904535551594
2018-01-24,2018-01-25,copper_vs_ma20,0.03,inward,-0.03704334233558,0.0004415763501002
2018-01-24,2018-01-25,dollar_vs_ma20,0.02,outward,-0.014220053911912167,-0.022618593485932537
2018-01-25,2018-01-26,dollar_vs_ma20,0.02,inward,-0.022618593485932537,-0.019324976006932504
2018-01-26,2018-01-29,dollar_vs_ma20,0.02,outward,-0.019324976006932504,-0.021343225437997937
2018-01-29,2018-01-30,dollar_vs_ma20,0.02,inward,-0.021343225437997937,-0.017335024799593035
2018-01-29,2018-01-30,us10y_vs_ma20,0.05,outward,0.0408921933085502,0.0516066212268744
2018-01-31,2018-02-01,us10y_vs_ma20,0.05,inward,0.0577295621851994,0.048169556840077
2018-02-01,2018-02-02,us10y_vs_ma20,0.05,outward,0.048169556840077,0.0647261585599385
2018-02-05,2018-02-06,dollar_vs_ma20,0.01,inward,-0.012230873000701914,-0.006826300824652076
2018-02-05,2018-02-06,us10y_vs_ma20,0.05,inward,0.0800532420612283,0.0478532248912424
2018-02-06,2018-02-07,us10y_vs_ma20,0.05,outward,0.0478532248912424,0.0506495951798156
2018-02-07,2018-02-08,a500_vs_ma20,0.05,outward,-0.0436367161139931,-0.0580831185838329
2018-02-07,2018-02-08,brent_vs_ma20,0.04,outward,-0.033582116563750875,-0.04540636298953049
2018-02-07,2018-02-08,copper_vs_ma20,0.03,outward,-0.0016301507694467,-0.0313755530195257
2018-02-09,2018-02-11,a500_vs_ma20,0.08,outward,-0.0598383595726389,-0.0923134944812471
2018-02-09,2018-02-11,us10y_vs_ma20,0.05,inward,0.0612548873580338,0.0483422856084461
2018-02-11,2018-02-12,a500_vs_ma20,0.08,inward,-0.0923134944812471,-0.073074924878919
2018-02-11,2018-02-12,copper_vs_ma20,0.03,inward,-0.0436913795541311,-0.025154262687319
2018-02-11,2018-02-12,us10y_vs_ma20,0.05,outward,0.0483422856084461,0.0532130362732463
2018-02-12,2018-02-13,us10y_vs_ma20,0.05,inward,0.0532130362732463,0.04704374885594
2018-02-14,2018-02-15,a500_vs_ma20,0.05,inward,-0.0561694550764242,-0.045234423264625
2018-02-14,2018-02-15,us10y_vs_ma20,0.05,outward,0.0311532155219529,0.0547299746284886
2018-02-15,2018-02-16,dollar_vs_ma20,0.01,outward,-0.006227771854504738,-0.0110460929233418
2018-02-15,2018-02-16,us10y_vs_ma20,0.05,inward,0.0547299746284886,0.0461760461760463
2018-02-16,2018-02-19,brent_vs_ma20,0.04,inward,-0.054160804700607246,-0.02882560396323741
2018-02-16,2018-02-19,dollar_vs_ma20,0.01,inward,-0.0110460929233418,-0.004630548031212767
2018-02-24,2018-02-26,brent_vs_ma20,0.04,outward,0.02942079724832647,0.04340349745904515
2018-02-27,2018-02-28,brent_vs_ma20,0.04,inward,0.043259341131681284,0.03838442807432618
2018-03-08,2018-03-09,copper_vs_ma20,0.03,outward,-0.0144098559014409,-0.0320577810262576
2018-03-09,2018-03-12,copper_vs_ma20,0.03,inward,-0.0320577810262576,-0.0147504673337626
2018-03-20,2018-03-21,copper_vs_ma20,0.03,outward,-0.0225879853166203,-0.0336612247819138
2018-03-21,2018-03-22,brent_vs_ma20,0.04,outward,0.008904345167577654,0.04015629054167502
2018-03-21,2018-03-22,copper_vs_ma20,0.03,inward,-0.0336612247819138,-0.02416067767949
2018-03-22,2018-03-23,copper_vs_ma20,0.03,outward,-0.02416067767949,-0.0333138609028271
2018-03-26,2018-03-27,dollar_vs_ma20,0.01,outward,-0.005990268929053411,-0.010112375777505012
2018-03-27,2018-03-28,copper_vs_ma20,0.03,inward,-0.0422676007513522,-0.0295218765919254
2018-03-27,2018-03-28,dollar_vs_ma20,0.01,inward,-0.010112375777505012,-0.005784827718869012
2018-03-28,2018-03-29,brent_vs_ma20,0.04,inward,0.04358007420473187,0.034364965498394406
2018-03-29,2018-03-30,brent_vs_ma20,0.04,outward,0.034364965498394406,0.044080718845490585
2018-04-02,2018-04-03,brent_vs_ma20,0.04,inward,0.04033522247678767,0.037801100652572694
2018-04-10,2018-04-11,brent_vs_ma20,0.04,outward,0.013179204493113161,0.04454889440700005
2018-04-17,2018-04-18,brent_vs_ma20,0.04,inward,0.04166666666666652,0.03408992587892601
2018-04-18,2018-04-19,brent_vs_ma20,0.04,outward,0.03408992587892601,0.059590276430475875
2018-04-18,2018-04-19,cn10y_vs_ma20,0.03,outward,-0.017287366469022514,-0.05449360602414999
2018-04-18,2018-04-19,copper_vs_ma20,0.03,outward,0.0102115840209133,0.0333306169016378
2018-04-19,2018-04-20,copper_vs_ma20,0.03,inward,0.0333306169016378,0.0218764480647757
2018-04-20,2018-04-23,us10y_vs_ma20,0.05,outward,0.0424848268475546,0.0546944592909317
2018-04-23,2018-04-24,cn10y_vs_ma20,0.03,inward,-0.0438319490188519,-0.02012179446198381
2018-04-23,2018-04-24,dollar_vs_ma20,0.01,outward,0.004778033468250786,0.010792635021146024
2018-04-24,2018-04-25,dollar_vs_ma20,0.01,inward,0.010792635021146024,0.00850509505334962
2018-04-25,2018-04-26,brent_vs_ma20,0.04,inward,0.0707581125524015,0.03804573365876318
2018-04-25,2018-04-26,dollar_vs_ma20,0.01,outward,0.00850509505334962,0.012375685263429137
2018-04-26,2018-04-27,brent_vs_ma20,0.04,outward,0.03804573365876318,0.0558232031818946
2018-04-27,2018-04-28,us10y_vs_ma20,0.05,inward,0.0504201680672269,0.0322580645161292
2018-05-01,2018-05-02,brent_vs_ma20,0.04,inward,0.04632813522881518,0.02570778633485893
2018-05-01,2018-05-02,dollar_vs_ma20,0.02,outward,0.016238316614950232,0.021863095686317946
