Date,股价,A500指数,美元指数,中国10年期利率,美国10年期利率,布伦特原油,铜,黄金,最新模型预测（RSI＋MACD）,股价_MA5,股价_MA20,股价_相邻变化_pct,股价_MA5偏离_pct,股价_MA20偏离_pct,A500指数_MA5,A500指数_MA20,A500指数_相邻变化_pct,A500指数_MA5偏离_pct,A500指数_MA20偏离_pct,美元指数_MA5,美元指数_MA20,美元指数_相邻变化_pct,美元指数_MA5偏离_pct,美元指数_MA20偏离_pct,中国10年期利率_MA5,中国10年期利率_MA20,中国10年期利率_相邻变化_pct,中国10年期利率_MA5偏离_pct,中国10年期利率_MA20偏离_pct,美国10年期利率_MA5,美国10年期利率_MA20,美国10年期利率_相邻变化_pct,美国10年期利率_MA5偏离_pct,美国10年期利率_MA20偏离_pct,布伦特原油_MA5,布伦特原油_MA20,布伦特原油_相邻变化_pct,布伦特原油_MA5偏离_pct,布伦特原油_MA20偏离_pct,铜_MA5,铜_MA20,铜_相邻变化_pct,铜_MA5偏离_pct,铜_MA20偏离_pct,黄金_MA5,黄金_MA20,黄金_相邻变化_pct,黄金_MA5偏离_pct,黄金_MA20偏离_pct
2019-01-01,3.01,1185.847777389022,96.81999969482422,3.1734,2.66,54.06,2.652,803.7899474477982,3.0160906,3.0759999999999996,3.3215000000000003,0.0,-2.1456436931079237,-9.378292939936795,1188.9664303643838,1227.639654504092,0.0,-0.26229949775840034,-3.404246267358646,96.34399871826172,96.80150032043457,0.675888050592488,0.4940639613210118,0.019110627757235044,3.2168800000000006,3.289175,-1.645746164574624,-1.3516202034269398,-3.5198796050681436,2.69,2.7954999999999997,-1.1152416356877248,-1.1152416356877248,-4.847075657306366,53.362,55.2625,0.0,1.308046924777928,-2.175978285455782,2.6452999999999998,2.6995999999999998,0.7981755986317118,0.2532794012021444,-1.76322418136019,803.6519069609263,790.9173848137082,0.0,0.01717665144278513,1.6275483231566579
2019-01-02,3.01,1185.847777389022,96.81999969482422,3.1734,2.66,54.06,2.623,803.7899474477982,2.922559,3.01,3.3020000000000005,0.0,0.0,-8.843125378558469,1185.847777389022,1223.3752524292001,0.0,0.0,-3.0675358983812684,96.42999877929688,96.81700019836425,0.0,0.40443940730514605,0.0030981092719484238,3.20526,3.2835799999999997,0.0,-0.9939911270848589,-3.3554839534897796,2.678,2.7860000000000005,0.0,-0.6721433905899854,-4.522613065326642,54.06,54.879999999999995,0.0,0.0,-1.4941690962098964,2.6336,2.692775,-1.0935143288084426,-0.4024908869987742,-2.5911931000547783,803.7899474477982,791.9903581530976,0.0,0.0,1.4898652708622562
2019-01-03,3.05,1181.4909691684318,96.30999755859375,3.141,2.56,53.23,2.568,810.5666614837016,2.8443785,3.018,3.2815,1.3289036544850585,1.060304837640813,-7.054700594240437,1184.976415744904,1219.5757120644826,-0.3674002940059484,-0.29413636678002897,-3.122786270610567,96.45799865722657,96.7715000152588,-0.526752879403003,-0.15343579660900275,-0.4768991455049054,3.1881600000000003,3.2772400000000004,-1.0209869540555916,-1.4792231255645993,-4.157156631799941,2.652,2.7715000000000005,-3.759398496240607,-3.4690799396681737,-7.631246617355236,53.894000000000005,54.527,-1.5353311135775205,-1.2320480944075562,-2.3786381058925055,2.621,2.685175,-2.096835684330922,-2.0221289584128166,-4.36377517294031,805.1452902549788,793.4994282142745,0.8430951466139813,0.673340736676975,2.150881609056232
2019-01-04,3.08,1206.557497237978,96.19000244140625,3.1513,2.67,55.64,2.6475,804.8566169740318,3.1280923,3.0319999999999996,3.2614999999999994,0.9836065573770592,1.5831134564644023,-5.564924114671143,1189.118359714695,1216.735801900968,2.121601326092981,1.4665602781094966,-0.8365254517117005,96.46199951171874,96.71150016784668,-0.12459258667771866,-0.2819732865680935,-0.5392303144252208,3.17312,3.2715449999999997,0.32792104425343194,-0.6876512706736615,-3.6754805451246986,2.648,2.7605,4.296875,0.8308157099697899,-3.278391595725416,54.21,54.322500000000005,4.527522074018409,2.6378896882494063,2.425330203874987,2.6243000000000003,2.67915,3.0957943925233655,0.8840452692146394,-1.1813448295168283,805.3586241602256,794.779466113749,-0.7044509453692394,-0.06233337188352728,1.2679178677774905
2019-01-07,3.08,1217.7547556862808,95.70999908447266,3.1507,2.7,57.1,2.637,807.4293080588468,3.1678407,3.046,3.2439999999999998,0.0,1.116217990807633,-5.055487053020958,1195.4997553741468,1214.283355134312,0.9280335561243636,1.861564606106425,0.2858806008738224,96.36999969482422,96.64500007629394,-0.499015848581541,-0.6848610692555712,-0.9674592488832068,3.15796,3.265565,-0.019039761368322417,-0.22989524883152423,-3.5174617562351407,2.65,2.75,1.1235955056179803,1.8867924528301883,-1.8181818181818077,54.818,54.18050000000001,2.624011502516166,4.162866211828242,5.388470021502179,2.6254999999999997,2.672425,-0.3966005665722361,0.4380118072748074,-1.3255750862980253,806.0864962824353,796.1097047318428,0.31964588854191955,0.16658408031946514,1.4218647580507504
2019-01-08,3.04,1214.9303070381109,95.9000015258789,3.1211,2.73,56.91,2.656,805.1703523165173,3.2100058,3.0519999999999996,3.2245,-1.2987012987012991,-0.3931847968545066,-5.721817336021084,1201.3162613039647,1210.7493100389515,-0.23193903657375836,1.1332607551127971,0.34532309574677456,96.18600006103516,96.58700027465821,0.19851890421453966,-0.2973390461967096,-0.7112745471189008,3.1475,3.2550649999999997,-0.9394737677341447,-0.8387609213661551,-4.115586017483508,2.664,2.741,1.1111111111111072,2.4774774774774633,-0.40131338927399396,55.388,54.0745,-0.3327495621716414,2.7478876290893295,5.243691573662246,2.6263,2.6669,0.7205157375805848,1.130868522255657,-0.4087142375042152,806.3625772561792,797.380332868909,-0.2797713335128127,-0.14785221602404697,0.9769515407510143
2019-01-09,3.06,1226.3170234913407,95.22000122070312,3.1106,2.74,59.46,2.657,808.9979847712742,3.2468467,3.0620000000000003,3.2085,0.6578947368421018,-0.06531678641411576,-4.6283309957924175,1209.4101105244285,1208.9552116920995,0.9372320689727154,1.3979470503666436,1.4361004966380042,95.86600036621094,96.47600021362305,-0.7090722568886321,-0.6738563651764728,-1.3018771405725937,3.13494,3.243255,-0.33641985197527813,-0.7764103938193379,-4.090181006427196,2.68,2.7335000000000003,0.366300366300365,2.238805970149249,0.2377903786354496,56.467999999999996,54.119499999999995,4.480759093305231,5.29857618474181,9.867977346427814,2.6330999999999998,2.6616750000000002,0.03765060240963347,0.907675363639826,-0.17564127851823486,807.4041847208744,799.0211702420189,0.47538169329566227,0.19739804184328857,1.2486295608705067
2019-01-10,3.07,1225.8252311605427,95.54000091552734,3.1006,2.74,60.47,2.6375,806.1115583439738,3.1818771,3.066,3.1915,0.32679738562091387,0.1304631441617854,-3.806987310042309,1218.2769629228508,1207.2607965656562,-0.04010319692031583,0.6195855677663342,1.5377319173866644,95.71200103759766,96.39800033569335,0.3360635273281565,-0.17970590960976196,-0.890059355150663,3.1268599999999998,3.2297200000000004,-0.3214813862277288,-0.8398201390532267,-3.9978697843776057,2.716,2.7275,0.0,0.8836524300441795,0.45829514207149646,57.916,54.2635,1.6986209216279802,4.409834933351764,11.43770674578677,2.647,2.655825,-0.7339104252916728,-0.358896864374747,-0.6899927517814541,806.5131640929287,800.1914007716235,-0.3567903111793891,-0.04979531231912304,0.7398426884669629
2019-01-11,3.05,1234.9653095859942,95.66999816894531,3.1058,2.71,59.24,2.662,807.6175033070125,3.251979,3.06,3.1729999999999996,-0.6514657980456029,-0.326797385620925,-3.8764576110935978,1223.9585253924538,1206.55257931467,0.7456265536970763,0.8992775461906355,2.3548688021091335,95.60800018310547,96.3245002746582,0.13606578623848176,0.06484602305361076,-0.6794762535457299,3.11776,3.21644,0.16770947558537586,-0.3836087447398162,-3.439827884244695,2.724,2.7220000000000004,-1.0948905109489093,-0.513950073421443,-0.4408523144746712,58.636,54.4625,-2.0340664792458996,1.0300839074971035,8.772090888225858,2.6498999999999997,2.6556749999999996,0.9289099526066158,0.4566210045662267,0.23816920368646688,807.065341359525,801.3804584855989,0.1868159496599242,0.06841601530769292,0.7782876105065117
2019-01-14,3.05,1223.7332082862108,95.58999633789062,3.1297,2.71,58.8,2.635,808.8724446769545,3.1947422,3.054,3.1545,0.0,-0.1309757694826441,-3.3127278491044576,1225.1542159124397,1206.0915648360137,-0.9095074341439413,-0.11598602100638677,1.462711784456916,95.58399963378906,96.25200004577637,-0.08362269529200717,0.006273753059660159,-0.6877817682447107,3.11356,3.205865,0.7695279799085686,0.5183776769999593,-2.375801850670567,2.726,2.7190000000000003,0.0,-0.5869405722670584,-0.33100404560501007,58.976,54.62249999999999,-0.742741390952073,-0.29842647856755944,7.64794727447482,2.6495,2.6514499999999996,-1.0142749812171337,-0.5472730703906525,-0.6204152444888589,807.3539686831465,802.5412792527952,0.15538808468158471,0.18808057589470017,0.7888896917618959
2019-01-15,3.05,1247.0775558320402,95.97000122070312,3.1383,2.72,58.65,2.6345,807.0527643714302,3.2355282,3.056,3.1384999999999996,0.0,-0.19633507853403787,-2.8198183845786096,1231.5836656712258,1207.1928167106316,1.9076337381186415,1.2580460907923863,3.3039244907111742,95.5979995727539,96.23650016784669,0.397536245810981,0.38913120526764544,-0.2769208633717546,3.117,3.197765,0.27478672077194677,0.6833493743984675,-1.8595800504414783,2.724,2.7155,0.3690036900369176,-0.1468428781204123,0.1657153378751719,59.324,54.913,-0.25510204081632404,-1.136133773852066,6.805310217981164,2.6452,2.6481500000000002,-0.01897533206830504,-0.40450627551791296,-0.5154541849970773,807.7304510941291,803.2503203608569,-0.22496505073196227,-0.08390010823300376,0.4733821965816398
2019-01-16,2.99,1247.0528754789077,96.05999755859375,3.0745,2.73,59.81,2.6735,810.4411213893818,3.3373408,3.0420000000000003,3.119,-1.967213114754085,-1.7094017094017144,-4.135941006732924,1235.730836068739,1208.9207317869882,-0.0019790551932463707,0.9162221318509634,3.1542302724475446,95.76599884033203,96.19150009155274,0.09377548895062038,0.306996973687812,-0.1367090988640629,3.1097799999999998,3.18565,-2.0329477742726976,-1.1344853976808622,-3.489083860436637,2.7220000000000004,2.7125,0.3676470588235281,0.29390154298307714,0.6451612903225934,59.394000000000005,55.306999999999995,1.9778346121057222,0.7004074485638334,8.141826531903762,2.6485,2.648,1.4803568039476245,0.9439305267132436,0.9629909365558964,808.0190784177506,804.4362376575857,0.4198433073444363,0.2997507158338353,0.7464710626763349
2019-01-17,3.0,1239.2684017438846,96.06999969482422,3.076,2.75,59.85,2.68,810.0646542975079,3.3327844,3.028,3.0995,0.33444816053511683,-0.9247027741083214,-3.2101951927730243,1238.4194701854074,1209.9632407916877,-0.6242296447962259,0.0685495972015282,2.4219877070829288,95.8719985961914,96.16749992370606,0.010412384431268684,0.20652651611736683,-0.10138584132809436,3.10486,3.172035,0.04878842088145152,-0.9295105093305334,-3.027551713647547,2.724,2.713,0.73260073260073,0.9544787077826689,1.363803907113903,59.269999999999996,55.725,0.06687844841999357,0.9785726337101508,7.402422611036341,2.657,2.6487000000000003,0.24312698709556546,0.8656379375235224,1.1817117831388835,808.8096976084573,805.1735157124266,-0.04645212118907782,0.15516093498399997,0.6074639179796559
2019-01-18,3.03,1260.9802165192862,96.33999633789062,3.091,2.79,62.04,2.719,803.9782192915065,3.4474652,3.024,3.0815,1.0000000000000009,0.1984126984126977,-1.6712639948077368,1243.6224515720658,1212.829700482138,1.7519864740236146,1.3957423272053626,3.9700970398405477,96.00599822998046,96.13199958801269,0.28104157793700235,0.3478929588441648,0.2163657791051321,3.1018999999999997,3.1610199999999997,0.4876462938881776,-0.3513975305457828,-2.215107781665393,2.7399999999999998,2.712,1.454545454545464,1.8248175182481896,2.8761061946902533,59.83,56.2525,3.659147869674184,3.6937990974427626,10.288431625261097,2.6684,2.6515999999999997,1.4552238805970008,1.8962674261729706,2.5418615175742953,808.0818408053561,805.5531385406558,-0.751351756148344,-0.5078225133434255,-0.1955078037436997
2019-01-20,3.01,1251.2841042556186,96.30000305175781,3.1037,2.74,62.18,2.709,804.7311534752547,3.3888927,3.016,3.0635,-0.660066006600657,-0.19893899204245225,-1.7463685327240075,1249.1326307659474,1215.211354559405,-0.7689345270167736,0.1722373939068378,2.9684342201766523,96.1479995727539,96.0944995880127,-0.04151265066748566,0.15809323093496364,0.21385559488438233,3.0967,3.1511500000000003,0.41087026852151265,0.2260470823780114,-1.5057994700347632,2.746,2.7085,-1.7921146953404965,-0.21849963583393528,1.1630053535167217,60.50599999999999,56.787,0.22566086395874319,2.7666677684857754,9.496891894271586,2.6832000000000003,2.651825,-0.36778227289443466,0.9615384615384581,2.1560623344300645,807.2535825650162,805.9704080780723,0.09365106736494155,-0.3124704732491379,-0.15375931800929443
2019-01-21,3.01,1251.2841042556186,96.30000305175781,3.1037,2.74,62.18,2.682,804.7311534752547,3.3108826,3.008,3.0479999999999996,0.0,0.06648936170212671,-1.246719160104981,1249.9739404506631,1217.9600744475592,0.0,0.1048152895477994,2.7360527251416134,96.21399993896485,96.0854995727539,0.0,0.08938731665613098,0.22324229978269994,3.0897799999999997,3.1427899999999998,0.0,0.45051751257372263,-1.243799299348658,2.75,2.707,0.0,-0.3636363636363549,1.219061691909884,61.212,57.32149999999999,0.0,1.5813892700777599,8.475877288626442,2.6927000000000003,2.652375,-0.9966777408637939,-0.3973706688454093,1.1169235119468324,806.7892603857811,806.1335489242539,0.0,-0.2550984515513055,-0.1739656476114404
2019-01-22,2.98,1251.2841042556186,96.30000305175781,3.1071,2.74,60.9,2.6595,804.7311534752547,3.2758398,3.0060000000000002,3.0300000000000002,-0.9966777408637828,-0.8649367930805174,-1.650165016501659,1250.8201862060052,1220.4522275470488,0.0,0.037089107989252135,2.5262665766556003,96.26200103759766,96.08099975585938,0.0,0.03947768979508659,0.22793611271210157,3.0963000000000003,3.13657,0.10954667010343311,0.34880341052223596,-0.9395613679911485,2.752,2.708,0.0,-0.43604651162789665,1.1816838995568624,61.43000000000001,57.838,-2.0585397233837233,-0.8627706332411056,5.294097306269241,2.6899,2.6512749999999996,-0.8389261744966459,-1.1301535373062221,0.3102280978020122,805.6472668029558,806.2151193473447,0.0,-0.11371146722020109,-0.18406574578896384
2019-01-23,2.98,1251.2906372902714,96.12000274658203,3.119,2.76,61.05,2.6545,805.1076205671287,3.2819846,3.002,3.0285,0.0,-0.7328447701532292,-1.6014528644543558,1253.2246333152827,1223.724370542111,0.0005221064209637305,-0.1543215776005913,2.2526532454320902,96.27200164794922,96.07849998474121,-0.18691619882819088,-0.15788484581740203,0.0431967212720874,3.1048999999999998,3.131195,0.3829937884200829,0.4541209056652562,-0.3894679187977701,2.754,2.7115,0.7299270072992581,0.2178649237472685,1.7886778535865622,61.669999999999995,58.1875,0.24630541871921707,-1.0053510621047423,4.919441460794838,2.6848,2.65245,-0.18800526414739505,-1.1285756853396944,0.07728703651341817,804.6558600568799,806.2810030033113,0.046781722100375234,0.056143319482804266,-0.1455302099158784
